pl_name,pl_letter,hostname,disc_year,discoverymethod,disc_instrument,pl_orbper,pl_orblper,pl_orbsmax,pl_orbincl,pl_orbtper,pl_orbeccen,pl_eqt,pl_occdep,pl_insol,pl_dens,sy_name,pl_orbtper_systemref,pl_tranmid_systemref,st_metratio,st_rotp,pl_projobliq,pl_trandep,pl_trandur,pl_rvamp,pl_rade,pl_ratror,pl_ratdor,pl_trueobliq,st_log_rhk,st_metn,pl_imppar,pl_cmasse,pl_masse,pl_bmasse,pl_bmassprov,pl_msinie,st_teff,st_met,st_radv,st_vsin,st_lum,st_logg,st_age,st_mass,st_dens,st_rad,sy_snum,sy_pnum,sy_mnum,sy_pm,sy_pmra,sy_pmdec,sy_plx,sy_dist,pl_angsep,cartesian_x,cartesian_y,cartesian_z,st_spectype_cleaned,pl_type,pl_esi
Kepler-22 b,b,Kepler-22,2011,Transit,Kepler CCD Array,289.863876,,0.812,89.764,,0.72,279.0,,1.01,5.2,Kepler-22,BJD-TDB,BJD-TDB,[Fe/H],,,0.05019,7.415,1.6,2.1,0.02032,186.4,,,,0.768,,9.1,9.1,Mass,,5596.0,-0.255,-4.06,0.6,-0.19,4.44,7.0,0.86,1.458,0.87,1,1,0,77.618339,-39.7173,-66.6869,5.10883,194.642,4.17,42.96126626908533,-55.65884849178427,181.49911941694197,G,Super-Earth,0.7490664811667106
KMT-2018-BLG-0087L b,b,KMT-2018-BLG-0087L,2022,Microlensing,18k Mosaic CCD camera,,,0.87,,,,,,,0.39,KMT-2018-BLG-0087L,,,,,,,,,10.1,,,,,,,,73.10053361,73.10053,Mass,,,,,,,,,0.1,,,1,1,0,,,,,7020.0,0.124,-614.1288737278544,-6971.440857765536,-549.7800406808807,Unknown,Gas Giants,
Kepler-1017 b,b,Kepler-1017,2016,Transit,Kepler CCD Array,7.23400469,,0.0702,89.93,,0.0,831.0,,119.6,3.22,Kepler-1017,JD,JD,[Fe/H],,,0.04924,2.1648,,1.99,0.02125,26.01,,,,0.032,,,4.62,M-R relationship,,5473.0,0.04,,,-0.161,4.53,2.95,0.93,6.3602,0.87,1,1,0,16.8623753,-6.63113,-15.5038,1.78257,552.058,0.127,98.31254366696467,-235.0564267393859,489.74601108150216,Unknown,Super-Earth,0.26626395378103795
Kepler-1018 b,b,Kepler-1018,2016,Transit,Kepler CCD Array,49.1013514,,0.253,89.43,,0.0,498.0,,12.1,2.3,Kepler-1018,JD,JD,[Fe/H],,,0.08564,6.323,,2.58,0.02703,46.0,,,,0.3979,,,7.18,M-R relationship,,5518.0,-0.05,,,-0.082,4.52,4.47,0.91,1.39053,0.88,1,1,0,5.6215016,5.57498,-0.721719,0.961555,1010.01,0.25,166.6960091327253,-346.2368001099637,934.0517752720324,Unknown,Super-Earth,0.3244458424705359
Kepler-1000 b,b,Kepler-1000,2016,Transit,Kepler CCD Array,120.0181272,,0.5337,89.5,,0.0,473.0,,18.0,1.03,Kepler-1000,JD,JD,[Fe/H],,,0.08828,11.604,,4.76,0.02882,71.8,,,,0.489,,,20.3,M-R relationship,,6453.0,0.35,,,0.715,4.23,1.26,1.4,0.31247,1.51,1,1,0,6.4669742,-4.27186,-4.8552,0.867489,1115.62,0.478,218.05213659897,-342.37587722071623,1039.153505898897,Unknown,Neptune-Like,0.21684201983859208
HD 98736 b,b,HD 98736,2018,Radial Velocity,HIRES Spectrometer,968.8,162.0,1.864,,2463541.0,0.226,,,,1.73,HD 98736,JD,JD,[Fe/H],,,,,52.0,13.3,,,,,,,,,740.5439,Msini,740.5439,5271.0,0.36,-3.35,,-0.22,4.47,7.39,0.92,1.64899,0.93,2,1,0,177.9208865,-151.997,-92.4811,30.7918,32.4459,57.4,-30.397780449468183,8.718501792574662,7.25941437368075,G,Gas Giants,
HIP 35173 b,b,HIP 35173,2019,Radial Velocity,Carnegie Planet Finder Spectrograph,41.516,10.73,0.217,,,0.16,,,,1.48,HIP 35173,,,,,,,,2.8,3.61,,,,,,,,,12.7,Msini,12.7,4881.0,,11.08,,-0.514,4.52,,0.79,2.11071,0.77,1,1,0,116.6710908,105.084,-50.6902,30.1315,33.1562,6.54,-10.797046943916301,27.852942477943554,-14.386485708860064,K,Super-Earth,
Kepler-856 b,b,Kepler-856,2016,Transit,Kepler CCD Array,8.02768059,,0.0787,88.52,,0.0,824.0,,153.5,0.432,Kepler-856,JD,JD,[Fe/H],,,0.87254,3.1401,,9.3,0.09183,18.28,,,,0.5635,,,63.3,M-R relationship,,5535.0,0.12,,,-0.022,4.49,4.27,0.96,1.79327,0.93,1,1,0,9.1157937,0.533479,-9.10017,0.711619,1351.17,0.0582,313.0894524265269,-417.95963657527676,1246.1721814713728,Unknown,Neptune-Like,0.09899169627278925
GJ 832 b,b,GJ 832,2008,Radial Velocity,UCLES Spectrograph,3853.0,207.0,3.7,51.0,2456696.0,0.05,,,,0.658,GJ 832,BJD,BJD,[Fe/H],,,,,15.4,13.8,,,,-5.18,,,,314.65012293,314.65012,Mass,197.046,3472.0,-0.3,12.52,2.1,-1.585,4.79,8.1,0.45,7.16403,0.44,1,1,0,817.8892865,-45.8344,-816.604,201.407,4.96435,745.0,2.613527265411774,-3.272316874503102,-2.665743503844941,M,Gas Giants,
Proxima Cen b,b,Proxima Cen,2016,Radial Velocity,Multiple Instruments,11.1868,3.3,0.04856,,,0.02,234.0,,0.65,5.38,alf Cen,,BJD,,90.0,,,,1.24,1.03,,,,,,,,,1.07,Msini,1.07,2900.0,,,,-2.796,5.16,,0.12,48.76265,0.14,3,1,0,3858.8657674,-3781.31,769.766,768.5,1.30119,37.3,-0.4745757423774283,-0.7925862339756449,-0.9163407349666484,M,Super-Earth,0.8496440763966748
gam Lib c,c,gam Lib,2018,Radial Velocity,HIDES Echelle Spectrograph,966.49,152.6,2.318,,2455563.8,0.065,,,,4.36,gam Lib,JD,JD,[Fe/H],,,,,73.38,12.8,,,,,,,,,1662.5604,Msini,1662.560397017,4879.0,-0.27,,1.55,1.897,2.5,2.82,1.78,,12.38,1,2,0,64.5845688,63.8236,9.88507,21.0823,47.4017,48.9,-27.01796447236797,-38.778983358407686,3.625080460927887,K,Gas Giants,
GJ 3222 b,b,GJ 3222,2022,Radial Velocity,Multiple Instruments,10.66669,290.895,0.091,,2456563.978,0.929,,,,1.6,HIP 15799,BJD,BJD,[M/H],,,,,9.601,3.4,,,,-4.68,,,,,11.44182,Msini,11.441822652,5257.46,0.16,13.4,2.0,-0.252,4.43,,0.89,,0.93,2,1,0,65.667873,52.6073,39.3032,54.8301,18.23817,4.99,8.8023586241561,5.2649172513515925,-15.080781608957313,K,Super-Earth,
HD 114783 c,c,HD 114783,2018,Radial Velocity,HIRES Spectrometer,4352.0,153.0,5.0,159.0,2455618.0,0.05,,,,1.38,HD 114783,BJD,BJD,[Fe/H],,,,,9.11,13.4,,,,-4.97,,,,603.8739733,603.87397,Mass,209.448920213,5126.74,0.151,-12.11,2.0,-0.373,4.53,6.0,0.9,2.02586,0.84,1,2,0,138.7804107,-138.403,10.228,47.4482,21.0628,237.0,-19.99595025292328,-6.355033209835071,1.848531910601125,K,Gas Giants,
GJ 338 B b,b,GJ 338 B,2020,Radial Velocity,CARMENES,24.422,204.3,0.142,,2457517.06,0.109,391.0,,,1.7,GJ 338,BJD,JD,[Fe/H],16.61,,,,3.19,3.25,,,,,,,,,10.6,Msini,10.6,4014.0,-0.03,11.8,2.3,-1.101,4.68,4.0,0.64,4.04454,0.58,2,1,0,1706.0088713,-1573.12,-660.121,157.885,6.33256,22.4,-2.878944077878478,4.333119804752568,3.6106882872534847,M,Super-Earth,
mu2 Sco b,b,mu2 Sco,2022,Imaging,SPHERE,,,242.4,96.6,,0.56,,,,13.5,mu2 Sco,,,,,,,,,12.3,,,,,,,,4576.7290608,4576.72906,Mass,,21700.0,,1.3,52.0,3.8,3.8,0.02,9.1,,5.6,1,1,0,26.2967679,-11.6,-23.6,6.31,,,,,,B,Gas Giants,
Kepler-1086 b,b,Kepler-1086,2016,Transit,Kepler CCD Array,18.78425728,,0.1198,88.97,,0.0,433.0,,9.16,2.47,Kepler-1086,JD,JD,[Fe/H],,,0.11529,3.2339,,2.44,0.03402,36.6,,,,0.658,,,6.53,M-R relationship,,4350.0,0.06,,,-0.86,4.65,2.88,0.7,1.71384,0.66,2,2,0,5.0000712,3.61267,-3.45678,2.11736,466.084,0.257,138.50743493561475,-136.41923766979212,423.6033251960485,Unknown,Super-Earth,0.3595785980802555
Kepler-1089 b,b,Kepler-1089,2016,Transit,Kepler CCD Array,5.13248562,,0.0497,89.54,,0.0,584.0,,26.27,3.6,Kepler-1089,JD,JD,[Fe/H],,,0.09622,1.631,,1.83,0.034,27.0,,,,0.217,,,4.01,M-R relationship,,3753.0,-0.09,,,-1.297,4.76,3.72,0.52,4.5352,0.49,1,1,0,28.6411651,-15.6191,24.0075,3.82772,259.328,0.192,60.99340339904959,-67.00397066536162,242.98412343376708,Unknown,Super-Earth,0.3127175526039061
HD 218566 b,b,HD 218566,2010,Radial Velocity,HIRES Spectrometer,225.7,44.0,0.69,,2450360.0,0.3,,,,0.431,HD 218566,,BJD,[Fe/H],,,,,8.3,9.32,,,,,,,,,63.566,Msini,63.566,4730.0,0.28,-37.66,0.0,-0.452,4.46,8.5,0.76,2.02846,0.85,1,1,0,638.9585993,631.52,-97.2141,34.6603,28.8274,23.9,28.099942541693867,-6.263683770070653,1.4759693567471828,K,Neptune-Like,
HD 221287 b,b,HD 221287,2007,Radial Velocity,HARPS Spectrograph,456.1,98.0,1.25,,2453263.0,0.08,,,,2.4,HD 221287,,,[Fe/H],,,,,71.0,13.1,,,,,,,,,982.05,Msini,982.05,6304.0,-0.03,-21.9,3.92,0.22,4.43,1.3,1.25,1.21286,1.14,1,1,0,181.2374221,181.16,-5.29694,17.8529,55.9231,22.4,29.230926008103786,-22.278578079554567,-42.1498640219865,F,Gas Giants,
HD 222076 b,b,HD 222076,2016,Radial Velocity,Multiple Instruments,871.0,241.0,1.83,,2454264.0,0.08,,,,1.11,HD 222076,BJD,BJD,[Fe/H],,,,,31.9,13.5,,,,,,,,,495.8148,Msini,495.8148,4806.0,0.05,25.67,,0.929,3.31,,1.07,,4.1,1,1,0,88.8381112,-85.079,25.569,10.9416,91.1538,20.1,29.686556425308268,-36.87073348117265,-77.89911831726546,K,Gas Giants,
HD 222582 b,b,HD 222582,1999,Radial Velocity,HIRES Spectrometer,572.38,-40.49,1.34,,2450706.7,0.73,,,,7.31,HD 222582,,BJD,[Fe/H],,,,,276.3,12.6,,,,,,,,,2660.2371,Msini,2660.2371,5790.0,0.01,12.09,2.3,0.115,4.38,10.24,1.12,1.00725,1.13,2,1,0,183.1072102,-145.401,-111.296,23.6913,42.1586,31.8,41.797384801097635,-4.791180423357973,-2.7149158181799793,G,Gas Giants,
HD 224693 b,b,HD 224693,2006,Radial Velocity,HIRES Spectrometer,26.6904,358.0,0.191,,2463193.79,0.104,,,,0.446,HD 224693,JD,JD,[Fe/H],,,,,39.96,14.0,,,,,,,,,222.481,Msini,222.481,5894.0,0.27,1.49,3.5,0.61,4.38,4.12,1.31,0.23333,1.93,1,1,0,149.5555594,147.125,26.8533,10.6666,93.5015,2.04,86.42900913373478,-14.224475362087611,-32.71423517498383,G,Gas Giants,
HD 87883 b,b,HD 87883,2009,Radial Velocity,Hamilton Echelle Spectrograph,3309.22118,289.351,4.055,25.446,2450345.193,0.707,,,,4.5,HD 87883,BJD,BJD,[Fe/H],,,,,51.435,12.8,,,,-4.98,,,,1719.133853463,1719.13385,Mass,728.462708844,4980.0,0.093,9.3,2.17,-0.471,4.55,7.6,0.81,2.22751,0.8,1,1,0,89.224207,-64.5653,-61.5815,54.6421,18.2912,222.0,-13.37228418160977,10.56953145073899,6.635888645698364,K,Gas Giants,
HD 45350 b,b,HD 45350,2004,Radial Velocity,HIRES Spectrometer,963.6,343.4,1.92,,2451825.3,0.778,,,,1.27,HD 45350,,BJD,[M/H],,,,,58.0,13.5,,,,-5.1,,,,,568.89,Msini,568.89,5566.0,0.23,-20.73,1.4,0.141,4.23,8.0,0.98,0.68347,1.26,1,1,0,68.5076102,-42.7738,-53.5135,21.3056,46.8733,41.0,-4.561802617877575,44.90044467291547,12.658841887786666,G,Gas Giants,
HD 47186 b,b,HD 47186,2008,Radial Velocity,HARPS Spectrograph,4.0845,59.0,0.05,,2454566.95,0.04,,,,0.966,HD 47186,,,[Fe/H],,,,,9.1,5.02,,,,,,,,,22.2481,Msini,22.2481,5657.0,0.24,4.3,2.2,0.043,4.36,6.5,0.96,1.05709,1.08,1,2,0,263.8325178,21.5858,-262.948,26.668,37.4574,1.33,-5.21272371065926,23.162891573327112,-28.971792837838372,G,Neptune-Like,
HD 60532 b,b,HD 60532,2008,Radial Velocity,HARPS Spectrograph,201.9,-3.7,0.77,,2454594.7,0.26,,,,0.704,HD 60532,BJD,BJD,[Fe/H],,,,,29.1,13.8,,,,,,,,,336.8998,Msini,336.8998,6245.0,-0.26,60.7,8.0,1.001,3.8,2.8,1.5,0.09257,2.57,1,2,0,61.2130787,-39.8357,46.4775,38.4773,25.9716,29.6,-9.586921340149079,16.296975425662787,-17.8051548084575,F,Gas Giants,
HD 82886 b,b,HD 82886,2011,Radial Velocity,HIRES Spectrometer,705.0,352.0,1.58,,2455200.0,0.07,,,,1.73,HD 82886,,,[Fe/H],,,,,28.7,13.3,,,,,,,,,740.5439,Msini,740.5439,4953.0,-0.31,12.73,0.43,1.143,3.4,7.0,2.53,,5.26,1,1,0,38.9689523,16.3591,-35.3689,7.8422,127.061,12.4,-84.36345186063345,85.19405555738376,42.06279364050841,G,Gas Giants,
HD 82943 b,b,HD 82943,2003,Radial Velocity,CORALIE Spectrograph,441.47,300.9,1.18306,90.0,2451758.0,0.162,,,,1.19,HD 82943,JD,BJD,[M/H],,,,,41.91,13.5,,,,-4.92,,,,534.25,534.25,Mass,556.0,5935.0,0.26,8.1,1.7,0.194,4.33,2.35,1.08,0.92061,1.18,1,2,0,174.7245488,1.51276,-174.718,36.2158,27.5902,42.9,-21.742428585785866,12.34117599057358,-11.669674819877876,G,Gas Giants,
HD 83443 b,b,HD 83443,2002,Radial Velocity,Multiple Instruments,2.985628,344.0,0.0406,,2451211.24,0.012,,,,0.25,HD 83443,JD,BJD,[Fe/H],35.3,,,,56.73,14.1,,,,-4.84,,,,,127.76702,Msini,127.767019614,5442.0,0.34,28.89,1.3,-0.104,4.39,2.64,1.0,1.32,0.94,1,2,0,122.1338299,21.7421,-120.183,24.4215,40.8991,0.993,-24.182538641290606,4.791605134623489,-32.634057760357294,K,Gas Giants,
HD 22781 b,b,HD 22781,2011,Radial Velocity,SOPHIE Spectrograph,528.07,315.92,1.167,,2454881.4,0.8191,,,,12.8,HD 22781,,,[Fe/H],,,,,726.4,12.3,,,,,,,,,4338.2,Msini,4338.2,5027.0,-0.37,8.25,1.73,-0.476,4.6,4.8,0.75,2.83035,0.74,1,1,0,102.61656,40.5763,-94.2535,30.6433,32.6034,35.8,15.807089193640925,27.710788338064834,6.725312815568545,K,Gas Giants,
HD 231701 b,b,HD 231701,2007,Radial Velocity,HIRES Spectrometer,141.63,68.0,0.567,,2463330.6,0.13,,,,0.768,HD 231701,JD,JD,[Fe/H],12.2,,,,39.2,13.7,,,,,,,,,359.1479,Msini,359.1479,6101.0,0.05,-63.36,4.0,0.47,4.31,3.43,1.21,0.52688,1.53,1,1,0,65.2671332,63.3631,15.6498,9.15602,108.877,5.21,40.824731531530745,-75.88351634520228,66.55249335273515,F,Gas Giants,
HD 25171 b,b,HD 25171,2010,Radial Velocity,HARPS Spectrograph,1802.29,159.543,2.971,,2457105.7,0.042,,,,0.595,HD 25171,BJD,BJD,[Fe/H],22.0,,,,14.56,13.9,,,,,,,,,290.81445,Msini,290.81445,6125.0,-0.12,43.6,1.0,0.276,4.26,4.802,1.08,0.94486,1.23,2,1,0,165.4128576,143.943,81.4974,17.952,55.6146,53.4,12.035675905711885,-1.7328364312488589,-54.26899221982294,F,Gas Giants,
HD 6434 b,b,HD 6434,2003,Radial Velocity,CORALIE Spectrograph,21.998,163.2,0.14,,2451490.8,0.17,,,,0.299,HD 6434,,,[Fe/H],,,,,34.2,14.2,,,,,,,,,155.7367,Msini,155.7367,5769.0,-0.55,22.92,2.2,0.05,4.38,11.27,1.1,1.03725,1.12,1,1,0,554.588905,-170.124,-527.851,23.5794,42.358,3.31,31.396335021637423,-2.364697565458655,-28.335111022069718,G,Gas Giants,
HD 7924 b,b,HD 7924,2008,Radial Velocity,HIRES Spectrometer,5.39792,-8.0,0.06,,2454727.27,0.06,825.9,,113.7,2.53,HD 7924,,BJD,[Fe/H],,,,,3.6,2.4,,,,-4.83,,,,,6.3566,Msini,6.3566,5131.0,-0.21,-22.7,1.35,-0.406,4.46,0.88,0.65,2.47756,0.78,1,3,0,47.6113429,-34.6432,-32.6602,58.8216,16.9922,3.53,3.6588601554409212,7.8329121580910686,14.628502668645071,K,Super-Earth,0.24668046903984353
kap CrB b,b,kap CrB,2007,Radial Velocity,Hamilton Echelle Spectrograph,1253.68,177.6,2.5,60.0,2451743.5,0.04,,,,1.45,kap CrB,JD,JD,[Fe/H],,,,,23.78,13.4,,,,,,,,635.66,635.66,Mass,483.734835454,4840.0,0.09,-24.98,1.5,1.036,3.2,3.42,1.33,,4.68,1,1,0,347.8771098,-8.79163,-347.766,33.2328,30.0651,83.2,-13.015488822312003,-11.995353396090094,24.302649765595135,K,Gas Giants,
HD 9446 b,b,HD 9446,2009,Radial Velocity,SOPHIE Spectrograph,30.052,215.0,0.189,,2454854.4,0.2,,,,0.446,HD 9446,,,[Fe/H],,,,,46.6,14.0,,,,,,,,,222.472,Msini,222.472,5793.0,0.09,21.71,4.0,0.041,4.53,,1.0,1.51723,1.0,1,2,0,197.6688722,190.249,-53.6498,19.8336,50.3503,3.75,40.33123004356242,25.753679016312965,15.661820149266465,G,Gas Giants,
GJ 179 b,b,GJ 179,2009,Radial Velocity,HIRES Spectrometer,2288.0,153.0,2.41,61.0,2455140.0,0.21,,,,0.631,GJ 179,,BJD,[Fe/H],,,,,25.8,13.8,,,,,,,,301.93698665,301.93699,Mass,260.61,3370.0,0.3,,1.5,-1.796,4.83,,0.36,9.67547,0.38,1,1,0,342.4034373,153.425,-306.106,80.9036,12.356,195.0,3.5852336536100617,11.327346572480332,-3.3923524692961817,M,Gas Giants,
HD 28192 b,b,HD 28192,2022,Radial Velocity,Multiple Instruments,14.23283,279.469,0.118,,2453007.832,0.104,,,,0.302,HD 28192,BJD,BJD,,,,,,25.159,12.2,,,,,,,,,99.79812,Msini,99.798119798,5919.87,,,,0.103,4.41,,1.08,1.23964,1.07,1,1,0,51.1357627,-38.2408,33.9486,20.0491,49.8063,2.37,19.691933750840434,41.3541673339026,-19.563438065996852,Unknown,Gas Giants,
TOI-4551 b,b,TOI-4551,2023,Transit,TESS CCD Array,9.95581,2.37,0.0994,86.9,,0.101,1655.0,,1247.74,1.74,TOI-4551,BJD,BJD,[Fe/H],,,0.1024,10.474,117.3,11.859,0.0308,,,,,0.31,,473.56432643,473.56433,Mass,,4896.0,0.23,41.29,2.84,0.803,3.48,4.92,1.31,0.028,3.55,1,1,0,37.6236489,-33.9983,-16.1138,4.60188,215.986,0.46,-193.680578475237,-52.897020943181346,-79.62217588608209,Unknown,Gas Giants,0.0753585292219684
TOI-4463 A b,b,TOI-4463 A,2023,Transit,TESS CCD Array,2.8807198,,0.04036,83.82,,0.0,1395.0,,633.0,0.595,TOI-4463,BJD-TDB,BJD-TDB,[Fe/H],,,1.311,1.85,108.7,13.26,,8.17,,,,0.88,,252.355755158,252.35576,Mass,,5640.0,0.25,,,0.011,4.41,4.1,1.06,1.24,1.06,2,1,0,50.9892636,-5.20796,50.7226,5.74805,173.117,0.233,26.65041858159885,-126.30818048055407,115.34944482795461,Unknown,Gas Giants,0.06917599805136943
TOI-954 b,b,TOI-954,2020,Transit,TESS CCD Array,3.6849729,276.0,0.04963,84.4,,0.14,1526.0,,1393.0,0.35,TOI-954,BJD,BJD,[Fe/H],,,0.207,5.09,20.7,9.55,0.0462,,,,,0.56,,55.30242,55.30242,Mass,55.30242,5710.0,0.215,-6.89,5.6,0.535,3.96,6.14,1.2,0.249,1.89,1,1,0,30.1826381,-5.78682,-29.6227,4.15951,238.768,0.208,101.62428038822702,134.44706629481973,-169.1350047278545,Unknown,Gas Giants,0.09062554600420392
WASP-80 b,b,WASP-80,2012,Transit,iKon-L CCD Camera,3.06785234,94.0,0.0344,89.02,,0.002,825.0,0.0455,72.44,0.717,WASP-80,BJD-UTC,BJD-UTC,[Fe/H],,-14.0,2.937,2.131,109.0,11.198,0.17137,12.63,,,,0.215,,170.99254,170.99254,Mass,,4143.0,-0.13,10.2,1.27,-1.04,4.66,7.0,0.58,4.05,0.59,1,1,0,142.014282,-132.759,-50.4292,20.0565,49.7876,0.691,27.216009290712233,-38.95335259297651,14.856994104296998,K,Gas Giants,0.09301705888205813
HD 94834 b,b,HD 94834,2018,Radial Velocity,HIRES Spectrometer,1576.0,38.0,2.74,,2456100.0,0.14,,,,0.856,HD 94834,JD,JD,[M/H],,,,,20.7,13.7,,,,,,,,,400.4658,Msini,400.4658,4798.0,0.12,2.91,,0.993,3.22,,1.11,,4.2,1,1,0,80.5908192,-72.0557,36.0951,10.1591,98.1609,27.9,-86.23803419299773,38.19175968623702,27.20208152708309,K,Gas Giants,
Kepler-1137 b,b,Kepler-1137,2016,Transit,Kepler CCD Array,23.9210791,,0.1871,86.12,,0.0,1020.0,,197.85,2.83,Kepler-1137,JD,JD,[Fe/H],,,0.01508,4.692,,2.2,0.01143,13.9,,,,0.1687,,,5.48,M-R relationship,,6807.0,0.05,1.82,,0.754,4.08,1.58,1.5,0.36758,1.84,1,1,0,3.5219535,2.07007,-2.84938,1.05624,921.778,0.203,179.3171305100809,-258.4648291744886,866.4386764621216,Unknown,Super-Earth,0.2514645983919105
Kepler-1174 b,b,Kepler-1174,2016,Transit,Kepler CCD Array,6.89225223,,0.0732,89.84,,0.0,1156.0,,641.81,4.31,Kepler-1174,JD,JD,[Fe/H],,,0.02144,2.4556,,1.59,0.01379,21.38,,,,0.0864,,,3.15,M-R relationship,,5936.0,-0.04,,,0.555,4.42,3.55,1.04,3.89135,1.04,1,1,0,2.8362024,-2.71909,-0.806594,0.680952,1408.75,0.052,213.63911990434693,-558.5553403783648,1275.5198237116133,Unknown,Super-Earth,0.276923416896235
Kepler-1231 b,b,Kepler-1231,2016,Transit,Kepler CCD Array,10.41725184,,0.0914,89.65,,0.0,870.0,,117.52,4.99,Kepler-1231,JD,JD,[Fe/H],,,0.02104,4.187,,1.42,0.01284,19.2466,,,,0.12,,,2.6,M-R relationship,,5778.0,0.06,,,0.023,4.44,4.17,1.01,1.2762,1.0,1,1,0,9.3467597,-9.16815,-1.8185,0.984289,987.237,0.0926,231.62673912796382,-366.0598173049263,887.1224030789833,Unknown,Super-Earth,0.294076465274985
Kepler-1235 b,b,Kepler-1235,2016,Transit,Kepler CCD Array,4.16055856,,0.0491,89.68,,0.0,985.0,,265.32,4.66,Kepler-1235,JD,JD,[Fe/H],,,0.00758,2.615,,0.79,0.00768,12.26,,,,0.1152,,,0.418,M-R relationship,,5541.0,0.01,,,-0.156,4.5,4.57,0.93,1.97455,0.9,1,1,0,26.7226811,9.09729,25.1265,1.82094,540.604,0.0908,100.09086205673205,-195.79874740542778,493.8596507745958,Unknown,Terrestial,0.2933174381235607
Kepler-1236 b,b,Kepler-1236,2016,Transit,Kepler CCD Array,31.0571618,,0.1803,89.72,,0.0,480.0,,13.57,2.93,Kepler-1236,JD,JD,[Fe/H],,,0.06366,3.401,,2.14,0.02359,67.4,,,,0.335,,,5.22,M-R relationship,,5337.0,-0.09,,,-0.379,4.55,4.07,0.86,6.0153,0.82,1,1,0,2.9393115,2.53682,-1.48462,0.973229,999.64,0.18,318.5054177227139,-340.3689794130043,884.2982451269646,Unknown,Super-Earth,0.33814030777156556
Kepler-1660 AB b,b,Kepler-1660 A,2023,Eclipse Timing Variations,Kepler CCD Array,239.5044,-46.17,0.8,86.31,2454995.73,0.05541,,,,4.06,Kepler-1660,BJD-TDB,BJD-TDB,[M/H],,,,,,12.9,,,,,,,,1586.599407744,1586.59941,Mass,,6305.24,-0.36,,,0.668,4.32,,1.14,3.35644,1.49,2,1,0,2.7811979,2.38426,1.43191,0.812612,1188.54,0.673,318.4932320698574,-474.1241436196122,1042.303069727162,F,Gas Giants,
OGLE-2017-BLG-0640L b,b,OGLE-2017-BLG-0640L,2024,Microlensing,OGLE CCD Array,,,1.14,,,,,,,1.15,OGLE-2017-BLG-0640L,,,,,,,,,13.5,,,,,,,,514.88201934,514.88202,Mass,,,,,,,,,0.32,,,1,1,0,,,,,6630.0,0.172,-255.75483413334138,-6588.211206893297,-697.8270259763586,Unknown,Gas Giants,
TOI-1739 b,b,TOI-1739,2024,Transit,TESS CCD Array,8.303342,,0.0742,89.27,,,755.55,,54.35,3.97,TOI-1739,BJD,BJD,[Fe/H],,,0.043,1.8,,1.695,0.021,32.46,,,,0.41,,,3.52,M-R relationship,,4922.0,0.07,,,-0.524,4.58,6.3,0.79,2.63,0.75,1,1,0,171.1521521,-132.915,107.827,14.0592,70.9819,1.05,-4.142995259403228,21.407964247595384,67.54972083335534,Unknown,Super-Earth,0.2944707966988749
KIC 7917485 b,b,KIC 7917485,2016,Pulsation Timing Variations,Kepler CCD Array,840.0,,,,,0.15,,,,10.8,KIC 7917485,,,[Fe/H],,,,,,12.4,,,,,,,,,3750.394,Msini,3750.394,7067.0,-0.02,,120.0,0.996,4.0,,1.63,0.23228,2.01,1,1,0,6.5164074,2.40823,-6.05508,0.694777,1382.89,,491.875822241027,-420.2018674741137,1222.241104760424,A,Gas Giants,
KMT-2016-BLG-1107L b,b,KMT-2016-BLG-1107L,2019,Microlensing,18k Mosaic CCD camera,,,0.342,,,,,,,2.55,KMT-2016-BLG-1107L,,,,,,,,,13.1,,,,,,,,1043.0,1043.0,Mass,,,,,,,,,0.09,,,1,1,0,,,,,6651.0,0.0514,-373.40441895326506,-6633.4793581901995,-305.48607884930243,Unknown,Gas Giants,
KMT-2018-BLG-0029L b,b,KMT-2018-BLG-0029L,2020,Microlensing,18k Mosaic CCD camera,,,4.27,,,,,,,2.19,KMT-2018-BLG-0029L,,,,,,,,,2.67,,,,,,,,7.59,7.59,Mass,,,,,,,,,1.14,,,1,1,0,,,,,3380.0,1.26,-287.6624739557109,-3356.6215720474547,-273.3896909968474,Unknown,Super-Earth,
Kepler-1136 b,b,Kepler-1136,2016,Transit,Kepler CCD Array,2.36172433,,0.0299,89.97,,0.0,922.0,,150.06,4.15,Kepler-1136,JD,JD,[Fe/H],,,0.0587,1.2234,,1.64,0.02168,14.74,,,,0.007,,,3.33,M-R relationship,,4512.0,0.03,,,-0.853,4.63,3.24,0.72,11.55482,0.68,1,1,0,13.9065819,12.5143,-6.06509,2.00678,491.406,0.0608,85.80418160415293,-176.84410388155464,450.3816849934858,Unknown,Super-Earth,0.2815066944177378
Kepler-1260 b,b,Kepler-1260,2016,Transit,Kepler CCD Array,19.1187753,,0.1444,87.16,,0.0,823.0,,171.93,3.75,Kepler-1260,JD,JD,[Fe/H],,,0.02175,6.873,,1.77,0.01532,12.5,,,,0.838,,,3.78,M-R relationship,,5961.0,0.01,,,0.526,4.39,3.8,1.06,0.13337,1.08,1,1,0,1.8102323,0.844547,-1.60115,0.548413,1734.43,0.0833,551.8685246420747,-590.6135722833646,1534.556667133561,Unknown,Super-Earth,0.27395765672311856
